"File","SHA256","Lines","Static test declarations","Pattern counts","Review status"
"playwright/constant/entity.ts","e274d9bcf4fe1e4f91c31b22b4e085bfe3d503bec3a9952d9447cb6a4d66e0aa","52","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/explore.ts","46392ed9b93fa31c46d526b7bff9c9c133c05b6ed57622d40c90ec310490cdc9","198","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/glossaryImportExport.ts","03dc84fe89a2a115441d34a8574cad8f7d212b6fd7e02a13dc9a0771aeec96b8","38","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/login.ts","388b0c9933dd7e0188e2860d4274295e8734ee0ee32c0bd3090a1b3e6cae4325","23","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/logsViewer.ts","c4ac3f6bfb817d15cb49bffc419959425f98fd6123011e99d9590531c942c7da","43","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/nestedColumnUpdates.ts","a7fe1c7a9f95cb1b7897894a705e4ce10f16b5cf3c7c133805b44cc6b7364f03","67","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/permission.ts","c4287b036e7cbb58b6205883c7d2dfd5684ca1db885ffb7c1a350425c90d0407","382","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/profilerConfiguration.ts","2844f12d364fca3dd2e9b17eaae6ec1842191f2997c425ee43d1f93ea85e7c6c","88","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/searchRBAC.ts","91e9323a153f73dac752dcf91e4adce72cf133b3505804543858bfe871c0c0d4","82","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/service.ts","2a28a5bdebb70a484b65239b4f1c7ff51fea0b4dd79f1c4c770de953a45144d9","162","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/serviceForm.ts","76d1aad686142a9fa27d738f919c927a8c3e68e0a97e5020a1c01d19e2a48f86","73","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/settings.ts","47b557188cab58a49126180f6ad723df5ad3671187ca774b6aa4e5f63b041296","368","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/sidebar.ts","4c5d9b4c2ce8d688e359a21cb428a03c85c68783945f67d22f19a16816e6afa0","79","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/ssoAuth.ts","3f3360c25860c42defe215dde6af743eb90ca3465013cc62a47de9e466121d64","32","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/ssoConfiguration.ts","1c2182551db2282337ca02855389edcbd7e469c74d5b779281bc35e3ea0fdb80","79","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/tableConstraint.ts","b11c6199243caa746bdd5c6bc6b2a320dc9e8d8029ff0bcbaee374be78ffd494","61","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/testDefinitionFilter.ts","3348cd5ff5a7d422b70c6c3632c76391769c5555387eba1069c212a8e78d2967","30","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/user.ts","52f6313b9561df2818c7545cf322144178e07f5bc05d947aff65d2ae2b9ba83f","67","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/constant/version.ts","0ce1a5d6963082bd5f77eef349b3ecd457830eb7ea38c5a3324ff0ea8d7e87c9","81","0","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Auth/OktaSelfSignupClaims.spec.ts","2779023d2c4a76589cee571204bf130c929c6b9de9695f94dc4ce05342febda0","113","1","newContext: 1; newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/OktaSessionRenewalPublic.spec.ts","d911bc0a490b4732df26369c3e4e653ba34f41dd2df8403b1a8c83626035ccdb","212","2","newContext: 1; newPage: 1; poll-callback: 2; catch-block: 1; route: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/SSOAuthentication.spec.ts","21092370dab03907cda9687ba2eb07f66c165dd2595395ec1376521d1581b683","920","25","catch-block: 1; newPage: 2; poll-callback: 9; route: 4; reload: 1; waitForTimeout: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/SSOLogin.spec.ts","0d98d88eadd73a9ed02f785004dea14c6476af034d49fd285690beebefe67132","191","6","newContext: 1; newPage: 2; reload: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/SSORenewal.spec.ts","6692469c715753eccef89c1bac709600f63cfdabd4ce887abe22d21da9a4f52a","203","3","newContext: 1; newPage: 1; response-wait: 2; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/SSOSelfSignup.spec.ts","8b32542b3cc1859430961180b7318a64ed8c5895a4c891ed013a7857d2211ab1","119","1","newContext: 1; newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Auth/SSOSessionLimit.spec.ts","e5497851b5ce14baf275c78819b68d997e4eb4bbd28da2c893453326ca3c508b","106","1","newContext: 1; newPage: 1; reload: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ActivityAPI.spec.ts","e125490ccbffe9d626bac421e960675efcca68ab9fcfafd824c1009d1e10ca05","606","10","response-wait: 4; listener-after-action-candidate: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ActivityFeed.spec.ts","bbc26c20ed54666ceb9879fbee239b366a24212ef023a23460329b509ab43321","1305","17","poll-callback: 5; newPage: 4; response-wait: 13; count: 4; listener-after-action-candidate: 3; reload: 2; caught-promise: 2; isVisible: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ActivityFeedTabBadge.spec.ts","a8bdc0e2f741fa1857321a9d71b73de3f28fe8782c0c3241ff4c005a56edc208","327","4","response-wait: 1; listener-after-action-candidate: 1; reload: 2; poll-callback: 1; all: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ActivityStream.spec.ts","f4fc8a710e6b874ed16aa305c8bc125fd94c0625e9b7ff91fd45b8b0d87bdbaf","286","6","response-wait: 3; reload: 2; count: 1; isVisible: 5; caught-promise: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AdvancedSearch.spec.ts","6e862f95a55d6f93b7b71e0e5f1334c4e520279e54735f4feaecd2b91ba54b0e","1717","28","all: 4; response-wait: 21; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AdvancedSearchSuggestions.spec.ts","d509570763b877d71169f941f4aec5094021bf59a589eaa5fd4ce92c4594e3cf","92","1","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/AgentLogStreamHandover.spec.ts","b4c749739f98e52fe0a5b592bd6229549487f8ef3fca271fd7a8ccb44f0d7d83","526","3","route: 4; poll-callback: 8","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/Announcements/AnnouncementEntity.spec.ts","cad322a14b736866e3cfad7ccd120f190887224a11e8b39f45e487a54796c608","149","3","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/Announcements/EntityHeaderAnnouncements.spec.ts","2718b628744eb8075dd90135f7b265cef715534c9a2021f961ac577639e2ecdd","162","3","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/AppMode/AppModeAiPersonaLandsAtRoot.spec.ts","cb0526e7dae9d4e8f2ad364d1c9f05dff6dc56e19638c7084c91be55ca3deddd","194","1","caught-promise: 3; assertion-block-poll: 1; newContext: 1; newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModeAuthGating.spec.ts","b108c945f5932ca644bb22ca71d2e04b3f129953a48350b3241854f43ee612c8","219","8","newContext: 2; newPage: 2; caught-promise: 4","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModeCrossDevice.spec.ts","7cae629d8b6f349117d82d9c2864e348fd10d2b26e05068a9f9199a924c9f8a8","126","1","assertion-block-poll: 1; caught-promise: 1; newContext: 2; newPage: 2; response-wait: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModePrecedence.spec.ts","06075d90b33568bffec35f731162d419deb6cc704cf0599de1f6b21e0367e63c","355","5","caught-promise: 7; assertion-block-poll: 1; newContext: 3; newPage: 3; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModePreferenceRoundTrip.spec.ts","d2138ac6718c2282f6986d052be6937a9d13094b8a6c928e2ca809c6d2abdccd","142","2","caught-promise: 1; newContext: 2; newPage: 2; response-wait: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModeResolver.spec.ts","6d12a95e212182e4ce15a1a28c986c87f6a9e9d5598024c4b4b571901bb0ca0a","234","6","catch-block: 1; reload: 1; newPage: 1; response-wait: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModeRouteIsolation.spec.ts","ee0c5fc46d3334593985eb88a3a95c9627142713a2b2036042cd860dd93e3a4e","114","2","response-wait: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/AppModeSettings.spec.ts","e91c628a0e0ec9a8f6b4506d50f3e713a14f0329ea3905adc7778e0427472c8d","317","6","route: 2; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/AppMode/fixtures.ts","21e2b453314ae636d966cf1439f2b9a4712c2f40338d3fafe61ce9893bbeeb0b","139","0","newContext: 2; newPage: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ArticleReviewerWorkflow.spec.ts","1b1d3c579a31d6d633d2d5b26857917726f58eb2fca178686ee2aa62e861d038","111","1","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/AutoPilot.spec.ts","edf7886f4aa8e032c3bde91dc91115b87225f5b0583119fe73da6ce05ec20f57","340","2","newPage: 1; isVisible: 1; reload: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/BlockEditorEmbedLink.spec.ts","47799816a42f0a1c405599853eef286ce558d57d3511de48919d9dabc40ab76e","76","1","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/BlockEditorMathEquations.spec.ts","852a2dcea2adb8709cb1422986e86faf542a8d96882910f2b26a9dee7ffe1c0e","91","1","response-wait: 1; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/BulkEditEntity.spec.ts","cf493b6b1878b9e066c0bcd7dc9b752a00a5e6a311879596cdf1b4f7b2e61d0c","989","6","all: 2; forced-action: 5; response-wait: 9","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/BulkEditImportPermissions.spec.ts","4fffc3e7a8ec3b813d8718b6f04f66deadac6d3878821d96954bb10f16038e84","210","4","newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/BulkEditOperationBadges.spec.ts","3b07a0376020575ff11d783c205faeffa911c6abd090036191f71a9cd29fdb60","223","6","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/BulkImport.spec.ts","c04290ac7d8ce852de623bf60a3eb342d86c49264dd369e5119777f41e9a2f38","1332","6","response-wait: 7; forced-action: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/BulkImportWithDotInName.spec.ts","35c4940a79bb36f21fa7c6d047d5f70d0e38a8894a2c01a7978038fb876a9193","935","8","count: 2; response-wait: 4; waitForTimeout: 4","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CertificationDropdown.spec.ts","18871d8bd034863a24b74e5bf6881e9c16cda01a5743fc52d7556c2467581751","188","4","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/ChangeSummaryBadge.spec.ts","d92acc0158f74ccb1092279565a12748b7eef7f583e44bfffa6592dd694a3de1","388","5","poll-callback: 1; response-wait: 7","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ClassificationImportExport.spec.ts","1261fe0543b0fd8308debd950b1d687354f628bd044568d6a2977f72533fa0b1","167","4","response-wait: 1; catch-block: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ColumnBulkOperations.spec.ts","811392312dcb0c4e7182d9df24d314f70abbbcc4acdcd4e8bef75a81174cbb1f","1132","25","response-wait: 2; caught-promise: 1; count: 8; poll-callback: 4; route: 3; catch-block: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ColumnBulkOperationsTagsGlossary.spec.ts","f0def185a749b047bd56061858db3be1b4918ffb54f1d026b5a62bbe3693f24e","277","2","response-wait: 4; caught-promise: 1; count: 1; poll-callback: 3; listener-after-action-candidate: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ColumnSorting.spec.ts","92f08786a777f2eb7774701ab1a96534a863731f9b56d47ce6ac1f1387409309","198","7","response-wait: 7; listener-after-action-candidate: 3; isVisible: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/Container.spec.ts","45682b5da0cd343e5ca62da601b82c87dbbb512d3b60b245746323ad1b057990","996","12","response-wait: 20","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterArchive.spec.ts","3a96aaea29a452aec0ebe404f347ee268c4d1a7a5d677e95331ad518941ffe90","521","3","response-wait: 8; listener-after-action-candidate: 1; all: 1; count: 1; poll-callback: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterArticles.spec.ts","8bfe1868ef27b61b2628a55c73625751f2d045a5b6cfa189a7c6e8d564170666","1824","41","all: 4; response-wait: 23; listener-after-action-candidate: 6; count: 2; isVisible: 1; waitForSelector: 1; reload: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterDashboard.spec.ts","b6b22e228bdd8dfb67e2b6b331b8e0e376d5525f86436efa1059152d49a1ac7d","429","9","caught-promise: 4; isVisible: 4; response-wait: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterDocument.spec.ts","1d53c39e092812aa5db76e40a7f2f5f4614bd4efe88e8e3e4b774be5caa3ea2d","1779","30","all: 2; count: 3; response-wait: 31; route: 4; listener-after-action-candidate: 6; newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterMemories.spec.ts","06a647f629fbb906f319f85523507cafae0c8acd32b1938ca2ab64ef99414338","2132","55","newPage: 1; response-wait: 34; listener-after-action-candidate: 7; caught-promise: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/ContextCenterPermission.spec.ts","f8a6100dc804d599da9ba60fda514ece4424396c38081d6ab74b5a7e9cf598b6","2293","32","response-wait: 27; caught-promise: 8; listener-after-action-candidate: 12; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CronValidations.spec.ts","0cf30691797b034adec93737fe7211d16cf896bccbc18215c0e695bddd31929c","134","1","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/CsvJobsTray.spec.ts","a0b2ab5a04780a68d65845dc827ae01a2bb7c0c0f643560e39f66b0131476e70","305","11","route: 3; poll-callback: 3; count: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CuratedAssets.spec.ts","f7144bbebe64d813c0416a8c82c7ec2049710157feca4cf09ed79c72cc46586c","667","6","newPage: 1; response-wait: 5; listener-after-action-candidate: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CustomMetric.spec.ts","9849b1df8b3fce64cbafe24497ce0fa9fbc4a4e04ee3427f864252c8446c92bb","106","2","response-wait: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CustomizeDetailPage.spec.ts","c751eaa752ab8eafc1a9fa4446730cf5c5f090ceadea241733eca69c6bf70b04","960","10","newPage: 2; response-wait: 9; count: 3; poll-callback: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/CustomizeNavigationNewItems.spec.ts","48695abc9145611359b43a14dbbfa1cd0d2896790855e8734c8258fd8b0610f6","332","2","newPage: 2; response-wait: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/Dashboards.spec.ts","ec805011018f27653556cc45670f336fa8b3766068f2d47dd92cec11f1f73b32","338","4","response-wait: 2; reload: 3; loop-recovery-candidate: 1; isVisible: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataAssetRulesDisabled.spec.ts","4a5a8de87661610eb6c083767184d49228ebffa8774bca0466a9ee644970fa61","926","7","response-wait: 8; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataAssetRulesEnabled.spec.ts","21fb0cbf8641138bf2c4955a0ae37c15846b43618e23ae3786153d646625df0a","473","4","response-wait: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataProductDomainMigration.spec.ts","0b7ec4d212fe1ad378457188fd8bf93a8740284b0b943ec75a1f871b6964c093","413","3","reload: 1; catch-block: 3","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataProductPersonaCustomization.spec.ts","99cc7c9346a440e60b8b637b522a706a281e4c8c99bd60ef10a12ddf65e14aa6","324","2","newPage: 2; response-wait: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataProductRename.spec.ts","695be6f78430b410e15b9d28fe805a199acd9ff9ac945b3e6d70b8806607d521","412","4","response-wait: 4; listener-after-action-candidate: 3; loop-recovery-candidate: 1; catch-block: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataProductRenameConsolidation.spec.ts","6c98fece31c2067ed49097f6bf119fd8b25bf9e2ebd7fcfc8fb2b5985d4b1495","519","4","response-wait: 5; listener-after-action-candidate: 4; catch-block: 8; loop-recovery-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/AddTestCaseNewFlow.spec.ts","6b9ec1eb4e8774b431a8d3dd82564f7ba56fce5db60dabc3acb9befed2fbfeac","481","4","response-wait: 5; listener-after-action-candidate: 1; reused-response-promise: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/BundleSuiteBulkOperations.spec.ts","5854cbcd7940e2e7e987362a26bfe34d390065fe086bef754f0af0985ba4e1f3","175","3","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/DataQuality/CertificationFilter.spec.ts","437f8c2826178f61eefd579f671d672717c42f81041f196640029bbcdba4845c","195","4","response-wait: 2; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/ColumnLevelTests.spec.ts","71f86fe22878d4c78a48ca2b70a8b4764c9162edbae84c5570a026d2ae901090","1610","16","response-wait: 16","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/DataObservabilityGovernanceTab.spec.ts","396a59b9588297f82252dc075d4f7f04c260be91461146fc4b941fd67a18472c","546","14","response-wait: 7; poll-callback: 1; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/DataQuality.spec.ts","08f6ba9c728996e99e95de1ca3f4e4e295975153e46c400afbe529e02da85db9","1711","9","response-wait: 50; listener-after-action-candidate: 19; reload: 3; route: 1; all: 2; boundingBox: 1; poll-callback: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/DataQualityDashboard.spec.ts","6267252c94f7d7726ec7cb240f551ef1691e1d0f840ba9115edacd1acc36abc9","1187","11","all: 1; response-wait: 9; listener-after-action-candidate: 4; reload: 1; count: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/DataQualityPermissions.spec.ts","0f275ba7de40eeab428338676820edc1704801215bfed59d54fcd11f29a7ca88","683","25","newPage: 12; all: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/Dimensionality.spec.ts","7c615ed38121af2dca24314faaaabbae7f7fea1964609f9309869fd4b1c8f3bd","238","1","response-wait: 3; listener-after-action-candidate: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/IncidentManagerAfterOwnerChange.spec.ts","34e3ddf853748e090bc0743c0a258311e3feed1376da9fc0fa79987ef92a7608","209","1","poll-callback: 2; response-wait: 1; caught-promise: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/IncidentManagerAfterSoftDelete.spec.ts","4e1b05d147029b7a6c0630c71ba2c698c4fa01f01c7136db58f3e210a310927c","121","1","poll-callback: 1; response-wait: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/IncidentManagerDateFilter.spec.ts","146837c5d62675e124d8c56659f5fc444e6255498330517398d9078bceda7ad0","441","11","response-wait: 12; listener-after-action-candidate: 6; reload: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/IncidentManagerLocaleLayout.spec.ts","99a0af398502e2b22ec2b01d9c08ec6942cbe56d0b311512c9342558d33c6a04","364","5","route: 1; poll-callback: 1; boundingBox: 2","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/Profiler.spec.ts","fb6a6477f8ef0df09fde78f9254614e16774f7bfed07246c278c4a2108477f2c","415","4","response-wait: 7; reload: 1; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/ProfilerIngestionForm.spec.ts","2eb92f13a0b68e94f198370f2b1f9643db3abf06f18eb9a44c7cbc8fc597814b","267","7","","Static scan complete; no matched patterns (runtime unverified)"
"playwright/e2e/Features/DataQuality/TableLevelTests.spec.ts","d63d3c5f9b5997022b361fafc7a0c8525edfa912641bca8093a762310a98459d","1058","9","response-wait: 29; listener-after-action-candidate: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TableTestCasePagination.spec.ts","a2fdef4e7ce3c5aced212f715dfd90ecfdf617d94b64ade0277320ab100ee85a","93","1","all: 1; response-wait: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TestCaseImportExportBasic.spec.ts","6cd8d690050fccf1d412d20599db75374df1069aec86ba3e7469a5858a0d872d","727","24","newPage: 1; response-wait: 4","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TestCaseImportExportE2eFlow.spec.ts","5de0b85f1c632a525f4c1ce659e00a868ad2898a45b1e7aec42624491f49e943","184","2","newPage: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TestCaseIncidentPermissions.spec.ts","d96764ab05f187edaefe4467db8991f0778f1e01a40930f9ecbbff8906065647","415","8","newPage: 5; response-wait: 1; poll-callback: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TestCaseResultPermissions.spec.ts","ab5cde62984be72447e9069c5a1a077a9a4b5803df27fd266599565002ff8b3f","457","11","newPage: 6; isVisible: 1","Static scan complete; matched patterns require contextual review"
"playwright/e2e/Features/DataQuality/TestCaseSoftDeleteRestore.spec.ts","24ef20bb0bad21483534be397b1160072f749089790eb45103068b142e92cb7e","309","3","response-wait: 3; poll-callback: 1; all: 2","Static scan complete; matched patterns require contextual review"
